"","teams","opp","date","opener.odds","opener.juice","pinn.odds","pinn.juice","opener","totals","totalsjuice"
"222","Minnesota Lynx","Atlanta Dream",2015-07-31,-7.5,-110,-7.5,-106,77.5,77,105
"223","L.A. Sparks","Chicago Sky",2015-07-31,2.5,-105,3,-112,81,80.5,-108
"224","Chicago Sky","L.A. Sparks",2015-07-31,-2.5,-115,-3,101,81,80.5,-102
"225","Minnesota Lynx","Tulsa Shock",2015-08-01,-3,-110,-2.5,-110,75.5,75,-115
"226","Tulsa Shock","Minnesota Lynx",2015-08-01,3,-110,2.5,100,75.5,75,104
"227","Seattle Storm","New York Liberty",2015-08-02,4.5,-110,5,-109,73,72.5,-118
"228","New York Liberty","Seattle Storm",2015-08-02,-4.5,-110,-5,-101,73,72.5,107
"229","Phoenix Mercury","Atlanta Dream",2015-08-02,-3,-110,-3,-126,77,77,-125
"230","Atlanta Dream","Phoenix Mercury",2015-08-02,3,-110,3,114,77,77,113
"231","L.A. Sparks","San Antonio Stars",2015-08-02,-2,-110,-2.5,-103,75,75,-107
"232","San Antonio Stars","L.A. Sparks",2015-08-02,2,-110,2.5,-107,75,75,-103
"233","Connecticut Sun","Indiana Fever",2015-08-02,3.5,-110,3,-107,75,74.5,-110
"234","Indiana Fever","Connecticut Sun",2015-08-02,-3.5,-110,-3,-103,75,74.5,100
"235","Washington Mystics","Chicago Sky",2015-08-02,2.5,-110,3,-109,79.5,78,-113
"236","Chicago Sky","Washington Mystics",2015-08-02,-2.5,-110,-3,-101,79.5,78,102
"237","San Antonio Stars","Connecticut Sun",2015-08-04,2.5,-110,1.5,-103,74.5,74.5,-126
"238","Connecticut Sun","San Antonio Stars",2015-08-04,-2.5,-110,-1.5,-107,74.5,74.5,114
"239","Indiana Fever","Chicago Sky",2015-08-04,3,-110,3,-108,80.5,80,-109
"240","Chicago Sky","Indiana Fever",2015-08-04,-3,-110,-3,-102,80.5,80,-101
"241","Tulsa Shock","Phoenix Mercury",2015-08-04,4.5,-110,4,-101,75.5,75,-114
"242","Phoenix Mercury","Tulsa Shock",2015-08-04,-4.5,-110,-4,-109,75.5,75,103
"243","Minnesota Lynx","L.A. Sparks",2015-08-04,-1.5,-110,-0.5,-114,76,75,-110
"244","L.A. Sparks","Minnesota Lynx",2015-08-04,1.5,-110,0.5,103,76,75,100
"245","San Antonio Stars","Washington Mystics",2015-08-05,5,-110,5.5,-105,74,73.5,101
"246","Washington Mystics","San Antonio Stars",2015-08-05,-5,-110,-5.5,-105,74,73.5,-112
"247","Tulsa Shock","L.A. Sparks",2015-08-06,4,-110,4,-104,75.5,75.5,-103
"248","L.A. Sparks","Tulsa Shock",2015-08-06,-4,-110,-4,-106,75.5,75.5,-107
"249","Washington Mystics","Connecticut Sun",2015-08-07,-1,-110,-0.5,-107,71,72.5,-107
"250","Connecticut Sun","Washington Mystics",2015-08-07,1,-110,0.5,-103,71,72.5,-103
"251","Atlanta Dream","Indiana Fever",2015-08-07,4,-105,4.5,100,79,78,-106
"252","Indiana Fever","Atlanta Dream",2015-08-07,-4,-115,-4.5,-111,79,78,-104
"253","New York Liberty","Chicago Sky",2015-08-07,2.5,-105,2,-103,79,78.5,-105
"254","Chicago Sky","New York Liberty",2015-08-07,-2.5,-115,-2,-107,79,78.5,-105
"255","Minnesota Lynx","Phoenix Mercury",2015-08-07,0,-110,-0.5,-102,74,74,-103
"256","Phoenix Mercury","Minnesota Lynx",2015-08-07,0,-110,0.5,-108,74,74,-107
"257","Seattle Storm","San Antonio Stars",2015-08-08,2,-110,2,107,73.5,73,-105
"258","San Antonio Stars","Seattle Storm",2015-08-08,-2,-110,-2,-118,73.5,73,-105
"259","Phoenix Mercury","Chicago Sky",2015-08-09,2,-115,2,-108,79.5,79.5,-106
"260","Chicago Sky","Phoenix Mercury",2015-08-09,-2,-105,-2,-103,79.5,79.5,-104
"261","Connecticut Sun","Washington Mystics",2015-08-09,3.5,-110,4,-107,72.5,71.5,100
"262","Washington Mystics","Connecticut Sun",2015-08-09,-3.5,-110,-4,-103,72.5,71.5,-110
"263","Atlanta Dream","Tulsa Shock",2015-08-09,3,-105,4,-106,79.5,78.5,-103
"264","Tulsa Shock","Atlanta Dream",2015-08-09,-3,-115,-4,-104,79.5,78.5,-107
"265","L.A. Sparks","Minnesota Lynx",2015-08-09,3,-115,2.5,-102,74.5,74,-112
"266","Minnesota Lynx","L.A. Sparks",2015-08-09,-3,-105,-2.5,-108,74.5,74,102
"267","Chicago Sky","New York Liberty",2015-08-11,2,-115,3.5,-104,77,75.5,108
"268","New York Liberty","Chicago Sky",2015-08-11,-2,-105,-3.5,-106,77,75.5,-119
"269","Indiana Fever","Washington Mystics",2015-08-11,2,-110,1.5,-106,75,75,-115
"270","Washington Mystics","Indiana Fever",2015-08-11,-2,-110,-1.5,-104,75,75,104
"271","San Antonio Stars","Minnesota Lynx",2015-08-11,8,-110,7.5,-101,74.5,73.5,-116
"272","Minnesota Lynx","San Antonio Stars",2015-08-11,-8,-110,-7.5,-109,74.5,73.5,105
"273","Seattle Storm","L.A. Sparks",2015-08-11,6.5,-110,7.5,-108,73.5,74,-105
"274","L.A. Sparks","Seattle Storm",2015-08-11,-6.5,-110,-7.5,-102,73.5,74,-105
"275","Tulsa Shock","Connecticut Sun",2015-08-12,2,-115,2,-108,76,75.5,-106
"276","Connecticut Sun","Tulsa Shock",2015-08-12,-2,-105,-2,-102,76,75.5,-104
"277","Seattle Storm","Phoenix Mercury",2015-08-12,7.5,-110,7.5,-103,73.5,73,-106
"278","Phoenix Mercury","Seattle Storm",2015-08-12,-7.5,-110,-7.5,-107,73.5,73,-104
"279","New York Liberty","Connecticut Sun",2015-08-14,-2.5,-110,-2.5,-103,73,72,-120
"280","Connecticut Sun","New York Liberty",2015-08-14,2.5,-110,2.5,-107,73,72,109
"281","Minnesota Lynx","Atlanta Dream",2015-08-14,-4,-115,-4,-107,79,78,-113
"282","Atlanta Dream","Minnesota Lynx",2015-08-14,4,-105,4,-103,79,78,102
"283","Chicago Sky","Seattle Storm",2015-08-14,-2.5,-110,-3,-105,78.5,78.5,-104
"284","Seattle Storm","Chicago Sky",2015-08-14,2.5,-110,3,-105,78.5,78.5,-106
"285","Tulsa Shock","New York Liberty",2015-08-15,4.5,-115,4.5,-104,74.5,74,-112
"286","New York Liberty","Tulsa Shock",2015-08-15,-4.5,-105,-4.5,-107,74.5,74,102
"287","Connecticut Sun","Atlanta Dream",2015-08-16,1,-110,2,-110,79,78.5,-108
"288","Atlanta Dream","Connecticut Sun",2015-08-16,-1,-110,-2,100,79,78.5,-103
"289","Minnesota Lynx","Washington Mystics",2015-08-16,-2,-110,-2,-104,73,72.5,-136
"290","Washington Mystics","Minnesota Lynx",2015-08-16,2,-110,2,-106,73,72.5,123
"291","Chicago Sky","L.A. Sparks",2015-08-16,1.5,-110,2,-106,81,80.5,-114
"292","L.A. Sparks","Chicago Sky",2015-08-16,-1.5,-110,-2,-104,81,80.5,103
"293","Indiana Fever","Phoenix Mercury",2015-08-16,3,-110,3,-106,76,75,-129
"294","Phoenix Mercury","Indiana Fever",2015-08-16,-3,-110,-3,-104,76,75,117
"295","San Antonio Stars","Seattle Storm",2015-08-16,1,-105,1,-108,75,75.5,-104
"296","Seattle Storm","San Antonio Stars",2015-08-16,-1,-115,-1,-102,75,75.5,-106
"297","Phoenix Mercury","Tulsa Shock",2015-08-18,-2,-105,-2,-109,75.5,75,-105
"298","Tulsa Shock","Phoenix Mercury",2015-08-18,2,-115,2,-101,75.5,75,-105
"299","Indiana Fever","L.A. Sparks",2015-08-18,3,-110,2,-104,76.5,75.5,-112
"300","L.A. Sparks","Indiana Fever",2015-08-18,-3,-110,-2,-106,76.5,75.5,102
"301","Washington Mystics","Minnesota Lynx",2015-08-19,5.5,-110,5.5,-104,73,72.5,-104
"302","Minnesota Lynx","Washington Mystics",2015-08-19,-5.5,-110,-5.5,-106,73,72.5,-106
"303","New York Liberty","San Antonio Stars",2015-08-19,-2.5,-115,-3.5,-106,74,72.5,-104
"304","San Antonio Stars","New York Liberty",2015-08-19,2.5,-105,3.5,-104,74,72.5,-106
"305","Atlanta Dream","New York Liberty",2015-08-21,5.5,-115,5.5,-107,77.5,76.5,-109
"306","New York Liberty","Atlanta Dream",2015-08-21,-5.5,-105,-5.5,-103,77.5,76.5,-101
"307","Minnesota Lynx","San Antonio Stars",2015-08-21,-4.5,-110,-4,-109,74,73.5,-114
"308","San Antonio Stars","Minnesota Lynx",2015-08-21,4.5,-110,4,-101,74,73.5,103
"309","Connecticut Sun","Tulsa Shock",2015-08-21,3,-110,2.5,-101,77,76.5,-108
"310","Tulsa Shock","Connecticut Sun",2015-08-21,-3,-110,-2.5,-109,77,76.5,-102
"311","Washington Mystics","Chicago Sky",2015-08-21,2.5,-110,2.5,-106,77,76.5,-107
"312","Chicago Sky","Washington Mystics",2015-08-21,-2.5,-110,-2.5,-104,77,76.5,-103
"313","L.A. Sparks","Phoenix Mercury",2015-08-21,2.5,-115,2.5,-104,73,72,-103
"314","Phoenix Mercury","L.A. Sparks",2015-08-21,-2.5,-105,-2.5,-106,73,72,-107
"315","Indiana Fever","Seattle Storm",2015-08-21,-2.5,-110,-3.5,-102,75,75,-127
"316","Seattle Storm","Indiana Fever",2015-08-21,2.5,-110,3.5,-108,75,75,115
"317","Chicago Sky","Washington Mystics",2015-08-23,1,-110,1,-113,78,77.5,-117
"318","Washington Mystics","Chicago Sky",2015-08-23,-1,-110,-1,102,78,77.5,106
"319","L.A. Sparks","San Antonio Stars",2015-08-23,-3,-110,-2.5,-106,73.5,73,-102
"320","San Antonio Stars","L.A. Sparks",2015-08-23,3,-110,2.5,-104,73.5,73,-108
"321","New York Liberty","Indiana Fever",2015-08-23,1,-110,0.5,110,74,73.5,-109
"322","Indiana Fever","New York Liberty",2015-08-23,-1,-110,-0.5,-121,74,73.5,-101
"323","Minnesota Lynx","Phoenix Mercury",2015-08-23,0,-110,NA,-110,73,72.5,-103
"324","Phoenix Mercury","Minnesota Lynx",2015-08-23,0,-110,NA,-110,73,72.5,-107
"325","Atlanta Dream","Connecticut Sun",2015-08-23,0,-110,-1,-119,79.5,77.5,-108
"326","Connecticut Sun","Atlanta Dream",2015-08-23,0,-110,1,108,79.5,77.5,-102
"327","Connecticut Sun","Atlanta Dream",2015-08-25,4,-110,4.5,-105,79,79,-109
"328","Atlanta Dream","Connecticut Sun",2015-08-25,-4,-110,-4.5,-105,79,79,-101
"329","L.A. Sparks","Indiana Fever",2015-08-26,2,-105,2,-104,76,75,-104
"330","Indiana Fever","L.A. Sparks",2015-08-26,-2,-115,-2,-106,76,75,-106
"331","Phoenix Mercury","Connecticut Sun",2015-08-27,-3.5,-115,-4,-123,74.5,73.5,-106
"332","Connecticut Sun","Phoenix Mercury",2015-08-27,3.5,-105,4,112,74.5,73.5,-104
"333","Phoenix Mercury","Washington Mystics",2015-08-28,1.5,-110,2.5,-110,72,71,-107
"334","Washington Mystics","Phoenix Mercury",2015-08-28,-1.5,-110,-2.5,100,72,71,-103
"335","Atlanta Dream","Indiana Fever",2015-08-28,4.5,-110,4.5,-112,81.5,80.5,-102
"336","Indiana Fever","Atlanta Dream",2015-08-28,-4.5,-110,-4.5,102,81.5,80.5,-108
"337","Minnesota Lynx","New York Liberty",2015-08-28,1,-110,1.5,-106,73,72.5,-112
"338","New York Liberty","Minnesota Lynx",2015-08-28,-1,-110,-1.5,-104,73,72.5,102
"339","L.A. Sparks","Tulsa Shock",2015-08-28,-1.5,-105,-0.5,-108,76.5,76,-105
"340","Tulsa Shock","L.A. Sparks",2015-08-28,1.5,-115,0.5,-102,76.5,76,-105
"341","San Antonio Stars","Seattle Storm",2015-08-28,2,-115,2,-107,74,74,-105
"342","Seattle Storm","San Antonio Stars",2015-08-28,-2,-105,-2,-104,74,74,-105
"343","New York Liberty","Connecticut Sun",2015-08-29,-3,-110,-4,-101,73.5,73.5,-105
"344","Connecticut Sun","New York Liberty",2015-08-29,3,-110,4,-109,73.5,73.5,-105
"345","Chicago Sky","Atlanta Dream",2015-08-29,-1.5,-110,-1,-108,83,79,-108
"346","Atlanta Dream","Chicago Sky",2015-08-29,1.5,-110,1,-102,83,79,-102
"347","Indiana Fever","Tulsa Shock",2015-08-30,NA,-110,0.5,102,78.5,77.5,-112
"348","Tulsa Shock","Indiana Fever",2015-08-30,NA,-110,-0.5,-113,78.5,77.5,101
"349","Phoenix Mercury","Minnesota Lynx",2015-08-30,3.5,-110,3.5,-103,72.5,71.5,-112
"350","Minnesota Lynx","Phoenix Mercury",2015-08-30,-3.5,-110,-3.5,-107,72.5,71.5,101
"351","San Antonio Stars","L.A. Sparks",2015-08-30,6.5,-115,6.5,-103,73.5,73.5,-104
"352","L.A. Sparks","San Antonio Stars",2015-08-30,-6.5,-105,-6.5,-107,73.5,73.5,-106
"353","Connecticut Sun","Chicago Sky",2015-08-30,5,-105,5,-104,78,77.5,-102
"354","Chicago Sky","Connecticut Sun",2015-08-30,-5,-115,-5,-106,78,77.5,-108
"355","Washington Mystics","Seattle Storm",2015-08-30,-2.5,-105,-2,-108,72,72,-106
"356","Seattle Storm","Washington Mystics",2015-08-30,2.5,-115,2,-102,72,72,-104
"357","Atlanta Dream","New York Liberty",2015-09-01,5.5,-110,NA,-110,72.5,NA,-110
"358","New York Liberty","Atlanta Dream",2015-09-01,-5.5,-110,NA,-110,72.5,NA,-110
"359","Connecticut Sun","Indiana Fever",2015-09-01,4.5,-105,5.5,100,75.5,75,-109
"360","Indiana Fever","Connecticut Sun",2015-09-01,-4.5,-115,-5.5,-110,75.5,75,-101
"361","Washington Mystics","Phoenix Mercury",2015-09-02,2.5,-110,1.5,-100,70,70.5,-114
"362","Phoenix Mercury","Washington Mystics",2015-09-02,-2.5,-110,-1.5,-110,70,70.5,103
"363","Chicago Sky","New York Liberty",2015-09-03,4,-110,3,102,75,75.5,-105
"364","New York Liberty","Chicago Sky",2015-09-03,-4,-110,-3,-112,75,75.5,-105
"365","Tulsa Shock","Seattle Storm",2015-09-03,NA,-110,1.5,-107,74,73,-116
"366","Seattle Storm","Tulsa Shock",2015-09-03,NA,-110,-1.5,-103,74,73,106
"367","Washington Mystics","L.A. Sparks",2015-09-03,2.5,-110,3.5,100,70.5,70,-113
"368","L.A. Sparks","Washington Mystics",2015-09-03,-2.5,-110,-3.5,-110,70.5,70,103
"369","Connecticut Sun","San Antonio Stars",2015-09-04,1.5,-110,2.5,-109,73,72.5,-107
"370","San Antonio Stars","Connecticut Sun",2015-09-04,-1.5,-110,-2.5,-101,73,72.5,-103
"371","Indiana Fever","Minnesota Lynx",2015-09-04,2.5,-115,2,-110,74,73.5,-109
"372","Minnesota Lynx","Indiana Fever",2015-09-04,-2.5,-105,-2,-100,74,73.5,-101
"373","Phoenix Mercury","San Antonio Stars",2015-09-05,-3.5,-115,-4,-102,71,71,-106
"374","San Antonio Stars","Phoenix Mercury",2015-09-05,3.5,-105,4,-108,71,71,-104
"375","Washington Mystics","Atlanta Dream",2015-09-06,1.5,-105,1,-109,76,76,-103
"376","Atlanta Dream","Washington Mystics",2015-09-06,-1.5,-115,-1,-101,76,76,-107
"377","Tulsa Shock","L.A. Sparks",2015-09-06,4.5,-110,4.5,-110,76,75.5,-105
"378","L.A. Sparks","Tulsa Shock",2015-09-06,-4.5,-110,-4.5,-100,76,75.5,-105
"379","Seattle Storm","Chicago Sky",2015-09-06,5,-110,5.5,-110,77.5,77,-115
"380","Chicago Sky","Seattle Storm",2015-09-06,-5,-110,-5.5,-100,77.5,77,104
"381","New York Liberty","Minnesota Lynx",2015-09-06,1.5,-110,1,-100,70,71.5,-106
"382","Minnesota Lynx","New York Liberty",2015-09-06,-1.5,-110,-1,-110,70,71.5,-104
"383","Indiana Fever","Washington Mystics",2015-09-08,0.5,-105,NA,-110,73,NA,-110
"384","Washington Mystics","Indiana Fever",2015-09-08,-0.5,-115,NA,-110,73,NA,-110
"385","San Antonio Stars","Tulsa Shock",2015-09-08,4.5,-105,NA,-110,75,NA,-110
"386","Tulsa Shock","San Antonio Stars",2015-09-08,-4.5,-115,NA,-110,75,NA,-110
"387","Seattle Storm","Minnesota Lynx",2015-09-08,6,-110,NA,-110,73,NA,-110
"388","Minnesota Lynx","Seattle Storm",2015-09-08,-6,-110,NA,-110,73,NA,-110
"389","Connecticut Sun","New York Liberty",2015-09-09,7,-110,7,108,73,72,-108
"390","New York Liberty","Connecticut Sun",2015-09-09,-7,-110,-7,-119,73,72,-102
"391","L.A. Sparks","Atlanta Dream",2015-09-09,-1,-110,2,-101,78,78,-103
"392","Atlanta Dream","L.A. Sparks",2015-09-09,1,-110,-2,-109,78,78,-107
"393","Washington Mystics","New York Liberty",2015-09-11,2,-115,2,-106,71,70.5,-113
"394","New York Liberty","Washington Mystics",2015-09-11,-2,-105,-2,-104,71,70.5,102
"395","Indiana Fever","Atlanta Dream",2015-09-11,0.5,-105,NA,-110,74,NA,-110
"396","Atlanta Dream","Indiana Fever",2015-09-11,-0.5,-115,NA,-110,74,NA,-110
"397","Tulsa Shock","Chicago Sky",2015-09-11,2.5,-110,3,105,79.5,79,-116
"398","Chicago Sky","Tulsa Shock",2015-09-11,-2.5,-110,-3,-116,79.5,79,105
"399","L.A. Sparks","Phoenix Mercury",2015-09-11,2.5,-110,2.5,100,72.5,71.5,-107
"400","Phoenix Mercury","L.A. Sparks",2015-09-11,-2.5,-110,-2.5,-110,72.5,71.5,-103
"401","Minnesota Lynx","Seattle Storm",2015-09-11,-3,-110,-2,-104,73,72.5,-122
"402","Seattle Storm","Minnesota Lynx",2015-09-11,3,-110,2,-107,73,72.5,110
"403","Chicago Sky","Connecticut Sun",2015-09-13,-2,-105,-2,-104,78,77.5,-109
"404","Connecticut Sun","Chicago Sky",2015-09-13,2,-115,2,-106,78,77.5,-101
"405","Atlanta Dream","Washington Mystics",2015-09-13,2,-115,2,-103,75,75.5,-101
"406","Washington Mystics","Atlanta Dream",2015-09-13,-2,-105,-2,-107,75,75.5,-109
"407","Tulsa Shock","Phoenix Mercury",2015-09-13,0.5,-105,-2,-106,74,74,-109
"408","Phoenix Mercury","Tulsa Shock",2015-09-13,-0.5,-115,2,-104,74,74,-101
"409","New York Liberty","Indiana Fever",2015-09-13,1.5,-110,2.5,111,74,74,-105
"410","Indiana Fever","New York Liberty",2015-09-13,-1.5,-110,-2.5,-122,74,74,-105
"411","San Antonio Stars","Seattle Storm",2015-09-13,4,-110,4,-107,72,72,-105
"412","Seattle Storm","San Antonio Stars",2015-09-13,-4,-110,-4,-103,72,72,-105
"413","Indiana Fever","Chicago Sky",2015-09-17,2.5,-105,2.5,-104,78.5,79,-109
"414","Chicago Sky","Indiana Fever",2015-09-17,-2.5,-115,-2.5,-106,78.5,79,-101
"415","Tulsa Shock","Phoenix Mercury",2015-09-17,NA,-110,NA,-110,NA,NA,-110
"416","Phoenix Mercury","Tulsa Shock",2015-09-17,NA,-110,NA,-110,NA,NA,-110
"417","Washington Mystics","New York Liberty",2015-09-18,3.5,-110,2.5,-100,70.5,69.5,-111
"418","New York Liberty","Washington Mystics",2015-09-18,-3.5,-110,-2.5,-110,70.5,69.5,101
"419","L.A. Sparks","Minnesota Lynx",2015-09-18,3,-110,2.5,-102,73,72.5,-106
"420","Minnesota Lynx","L.A. Sparks",2015-09-18,-3,-110,-2.5,-108,73,72.5,-104
"421","Chicago Sky","Indiana Fever",2015-09-19,1.5,-110,1.5,-101,78.5,78,-115
"422","Indiana Fever","Chicago Sky",2015-09-19,-1.5,-110,-1.5,-109,78.5,78,105
"423","Phoenix Mercury","Tulsa Shock",2015-09-19,-1.5,-110,-2,-102,74,74,-102
"424","Tulsa Shock","Phoenix Mercury",2015-09-19,1.5,-110,2,-108,74,74,-108
"425","New York Liberty","Washington Mystics",2015-09-20,NA,-110,-1,100,69.5,69.5,-103
"426","Washington Mystics","New York Liberty",2015-09-20,NA,-110,1,-110,69.5,69.5,-107
"427","Minnesota Lynx","L.A. Sparks",2015-09-20,1,-115,1.5,-103,72,72,-106
"428","L.A. Sparks","Minnesota Lynx",2015-09-20,-1,-105,-1.5,-107,72,72,-104
"429","Indiana Fever","Chicago Sky",2015-09-21,3,-105,2,-102,79.5,79,-107
"430","Chicago Sky","Indiana Fever",2015-09-21,-3,-115,-2,-108,79.5,79,-103
"431","Washington Mystics","New York Liberty",2015-09-22,3.5,-110,3,-107,70,70,-116
"432","New York Liberty","Washington Mystics",2015-09-22,-3.5,-110,-3,-103,70,70,105
"433","L.A. Sparks","Minnesota Lynx",2015-09-22,3,-105,2.5,-106,72.5,71.5,-107
"434","Minnesota Lynx","L.A. Sparks",2015-09-22,-3,-115,-2.5,-104,72.5,71.5,-103
"435","Indiana Fever","New York Liberty",2015-09-23,1.5,-110,0.5,-103,NA,NA,-110
"436","New York Liberty","Indiana Fever",2015-09-23,-1.5,-110,-0.5,-107,NA,NA,-110
"437","Phoenix Mercury","Minnesota Lynx",2015-09-24,3,-115,3,-107,72,71.5,-127
"438","Minnesota Lynx","Phoenix Mercury",2015-09-24,-3,-105,-3,-103,72,71.5,115
"439","New York Liberty","Indiana Fever",2015-09-27,1.5,-110,2,-102,73.5,73.5,-111
"440","Indiana Fever","New York Liberty",2015-09-27,-1.5,-110,-2,-108,73.5,73.5,101
"441","Minnesota Lynx","Phoenix Mercury",2015-09-27,1,-105,1,-111,71,71,-113
"442","Phoenix Mercury","Minnesota Lynx",2015-09-27,-1,-115,-1,101,71,71,102
"443","Indiana Fever","New York Liberty",2015-09-29,2,-110,2,-104,71.5,72.5,-109
"444","New York Liberty","Indiana Fever",2015-09-29,-2,-110,-2,-106,71.5,72.5,-101
